jurisdiction_key,jurisdiction,county_raw,priority,data_type,office,phone,source_url,office_address,records_foia,access,updates,verified,notes,source_workbook
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull first (A),Probate / Estates / Unknown Heirs,Register of Wills for Montgomery County,"240-777-9600 (Main Number), 240-777-9620 (New Proceedings Division)",https://registers.maryland.gov/main/montgomery.html,"50 Maryland Avenue North Tower 3220, Rockville, Maryland 20850",Click Here (on website),Easy,Daily,Verified,Online estate search available statewide via https://registers.maryland.gov/main/search.html. Contact the New Proceedings Division for opening new estates. Records Division handles copy requests (240-777-9680). Live chat available 8:30 am - 4:30 pm M-F. Documents no larger than 25 pages can be emailed in PDF format.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull first (A),Foreclosure (first public signal for this state's process),Circuit Court Land Records Public Information Room,240-777-9477,https://www.montgomerycountymd.gov/circuit-court/how-do-i/land-records,"North Tower, Second Floor, Room 2120, Rockville, Maryland",mccclandrecdept@mdcourts.gov,Medium,Daily,Verified,"Foreclosures can be judicial (Circuit Court) or nonjudicial (Recorder-filed notice). Search for lis pendens and trustee sale filings. MDLandRec (https://mdlandrec.net/) provides free online access to land records, including liens and judgments, after registration. Equity Index Books (1777-1981) are at Maryland State Archives online. Search by name, liber/folio, or tax account number. Copies available from Duplication Department (240-777-9480).",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull first (A),"Recorder / Register of Deeds - Lien & Deed Index (mechanic's, tax, HOA, child-support liens; lis pendens)",Circuit Court Land Records Public Information Room,240-777-9477,https://www.montgomerycountymd.gov/circuit-court/how-do-i/land-records,"North Tower, Second Floor, Room 2120, Rockville, Maryland",mccclandrecdept@mdcourts.gov,Medium,Daily,Verified,"MDLandRec (https://mdlandrec.net/) provides free online access to land records, including liens and judgments, after registration. Search by name, liber/folio, or tax account number. Tax and child-support liens are indexed against the person, requiring name-matching to the assessor roll. Copies available from Duplication Department (240-777-9480).",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull first (A),Tax Sale / Delinquent Tax Auction,"Department of Finance, Division of Treasury",,https://www.montgomerycountymd.gov/department-finance/tax-sale/tax-sale-information-procedures,"27 Courthouse Square, Suite 200, Rockville, Maryland 20850",,Medium,Annually (second Monday in June),Verified,"Montgomery County conducts a public sealed bid tax lien sale annually. The sale is for tax liens, not the property itself. The owner retains title and can redeem. A notice of sale is mailed at least 30 days prior to advertisement. The County recommends seeking legal advice prior to participation. Specific list of properties for sale is published prior to the auction. No direct link to a current delinquent list found, but information on the sale process is detailed.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull first (A),County Tax Delinquency (pre-sale roll),"Department of Finance, Division of Treasury",,https://www.montgomerycountymd.gov/department-finance/tax-sale/tax-sale-information-procedures,"27 Courthouse Square, Suite 200, Rockville, Maryland 20850",,Medium,Ongoing / Annually updated,Verified,"The county collects all unpaid and delinquent property taxes. While a specific 'pre-sale roll' URL isn't provided, the tax sale information page indicates that properties with unpaid taxes are subject to the annual tax sale. The list of properties for the tax sale would serve as the pre-sale roll. Contact the Department of Finance for access to the current delinquent roll prior to the annual sale.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull first (A),City Tax Delinquency (each incorporated city),"e.g., City of Rockville Finance Department",,,,,Hard,,Verify locally,"Montgomery County has several incorporated cities (e.g., Rockville, Gaithersburg, Takoma Park). Each city may levy its own property taxes and maintain separate delinquent lists. This would require individual research for each city. Start with the city's finance or treasurer department.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull next (B),Code Violations - City,"e.g., City of Rockville Code Enforcement",,,,,Hard,,Verify locally,"Code violations are typically a city function. Many cities use Accela 'Citizen Access' portals. Research each incorporated city (e.g., Rockville, Gaithersburg, Takoma Park) for their specific code enforcement department and online portal. Look for an 'Export-to-Excel' option.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull next (B),Code Violations - Unincorporated County,Montgomery County Department of Permitting Services (DPS) - Code Enforcement,311 or 240-777-0311 (MC311),https://montgomerycountymd.gov/dps/code-enforcement/index.html,"2425 Reedie Drive, 7th Floor, Wheaton, Maryland 20902",dps.publicrecords@montgomerycountymd.gov,Medium,Ongoing,Verify locally,"The Department of Permitting Services handles code enforcement for unincorporated areas. They have an online complaint system and a public records request process. An online portal for searching violations by address directly was not immediately apparent, suggesting records requests or 311 inquiries might be the primary method.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull next (B),Condemned / Unsafe Structures / Demolition,Montgomery County Department of Permitting Services (DPS) - Code Enforcement,311 or 240-777-0311 (MC311),https://montgomerycountymd.gov/dps/code-enforcement/index.html,"2425 Reedie Drive, 7th Floor, Wheaton, Maryland 20902",dps.publicrecords@montgomerycountymd.gov,Medium,Ongoing,Verify locally,These types of violations would fall under the purview of Code Enforcement within the Department of Permitting Services. Specific lists of condemned or unsafe structures are usually not publicly indexed online but can be requested through public records. Inquire via MC311 or public records request.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
montgomery_md,"Montgomery, MD","Montgomery County, MD",Pull last (C),Multiple-Eviction Landlords,Montgomery County Circuit Court Clerk / District Court Clerk,240-777-9400 (Circuit Court Clerk),https://www.mdcourts.gov/casesearch,"50 Maryland Avenue, Rockville, MD 20850 (Circuit Court)",,Medium,Daily,Verify locally,"Eviction (failure to pay rent, tenant holding over) cases are heard in the District Court of Maryland. Statewide Case Search (https://www.mdcourts.gov/casesearch) allows searching civil cases by party name. Search for plaintiffs (landlords) with multiple filings. While the Circuit Court handles some civil matters, District Court is the primary venue for evictions. No direct portal for 'multiple-eviction landlords' exists; this requires manual searching and analysis of court records.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull first (A),Probate / Estates / Unknown Heirs,Register of Wills for Anne Arundel County,410-222-1430,https://registers.maryland.gov/main/annearundel.html,"2011 E Commerce Park Drive, Annapolis, Maryland 21401",row.aacounty@registers.maryland.gov,Easy,Daily,Verified,"The Register of Wills handles probate filings. Estate search is available online via the statewide portal. Walk-ins are accepted until 3:30 PM. Email is for general inquiries, not for filings or Public Information Act requests. Call before visiting to understand procedures and required documents.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull first (A),Foreclosure (first public signal for this state's process),"Circuit Court for Anne Arundel County, Clerk of the Court",410-222-1397,https://www.circuitcourt.org/daily-docket,"8 Church Circle, Annapolis, MD 21401",,Medium,Daily,Verified,Maryland uses either judicial or nonjudicial foreclosure. Judicial foreclosures are filed in the Circuit Court. The daily civil docket is updated between 3:00 and 3:30 PM each day for the next day's docket. Users should refresh their screen to ensure an up-to-date docket. Nonjudicial foreclosures would be recorded with the Land Records Department.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull first (A),Recorder / Register of Deeds - Lien & Deed Index,"Circuit Court for Anne Arundel County, Land Records Department",410-222-1425,https://www.mdlandrec.net,"8 Church Circle, Annapolis, MD 21401",,Easy,Daily,Verified,"The Land Records Department records deeds, mortgages/deeds of trust, releases, subdivision/condominium plats, and other real property instruments. Verified land records can be viewed online at mdlandrec.net (requires account with Maryland State Archives). Plats can be viewed at plats.msa.maryland.gov. The office is prohibited from providing legal assistance or title searches. Copies are $0.50 per page, certified copies are an additional $5.00 per document.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull first (A),Tax Sale / Delinquent Tax Auction,"Anne Arundel County Office of Finance, Tax Sale Division",410-222-1735,https://www.aacounty.org/finance/tax-sale,"44 Calvert Street, Annapolis, MD 21401",,Easy,Annually (June),Verified,"The county holds an annual tax sale in June. The county sells its first lien on the property to a tax sale purchaser. Bidders must register online at annearundel.marylandtaxsale.com. A final list of tax sale properties is posted on the website before the sale. Maryland is a tax lien state, meaning the owner retains title and can redeem the property.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull first (A),County Tax Delinquency (pre-sale roll),"Anne Arundel County Office of Finance, Tax Sale Division",410-222-1735,https://www.aacounty.org/finance/tax-sale,"44 Calvert Street, Annapolis, MD 21401",,Medium,Annually (pre-sale),Verified,The delinquent tax roll is typically available in the weeks leading up to the annual tax sale in June. This list identifies properties with unpaid taxes before they are offered at auction. Contact the Tax Sale Division for information on the current delinquent roll.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull first (A),City Tax Delinquency (each incorporated city),"City of Annapolis, Finance Department",410-263-7953,https://www.annapolis.gov/173/Finance-Department,"160 Duke of Gloucester Street, Annapolis, MD 21401",,Medium,Annually,Verify locally,The City of Annapolis levies its own property tax. A separate delinquent tax list would be maintained by the City's Finance Department. Check the City of Annapolis website or contact their Finance Department for information on their tax sale process and delinquent roll.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull next (B),Code Violations - City,"City of Annapolis, Department of Planning and Zoning, Code Enforcement",410-263-7946,https://www.annapolis.gov/300/Code-Enforcement,"160 Duke of Gloucester Street, Annapolis, MD 21401",,Medium,Ongoing,Verify locally,The City of Annapolis handles code enforcement within its municipal limits. Information on code violations may be available through their Department of Planning and Zoning. Many cities use online portals for citizen access to code enforcement records; check the City of Annapolis website for such a portal.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull next (B),Code Violations - Unincorporated County,"Anne Arundel County, Department of Inspections and Permits, Code Enforcement Division",410-222-7441,https://www.aacounty.org/departments/inspections-and-permits/code-enforcement/,"2664 Riva Road, Annapolis, MD 21401",,Medium,Ongoing,Verify locally,Code violations in unincorporated areas of Anne Arundel County are handled by the Department of Inspections and Permits. Their website provides information on code enforcement. Records may be accessible through a public records request or an online portal if available.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull next (B),Condemned / Unsafe Structures / Demolition,"Anne Arundel County, Department of Inspections and Permits, Code Enforcement Division",410-222-7441,https://www.aacounty.org/departments/inspections-and-permits/code-enforcement/,"2664 Riva Road, Annapolis, MD 21401",,Medium,Ongoing,Verify locally,"Information regarding condemned, unsafe structures, or demolition orders would typically fall under the purview of the Code Enforcement Division within the Department of Inspections and Permits. Public records requests may be necessary to obtain specific property lists.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
anne_arundel_md,"Anne Arundel, MD","Anne Arundel County, MD",Pull last (C),Multiple-Eviction Landlords,"District Court of Maryland for Anne Arundel County, Clerk's Office",410-260-1370,http://www.mdcourts.gov/district/directories/annearundel,"251 Rowe Blvd, Annapolis, MD 21401 (Annapolis District Court)",,Medium,Daily,Verify locally,"Eviction (Tenant Holding Over/Wrongful Detainer) cases are heard in the District Court. The statewide Case Search portal (casesearch.courts.state.md.us/casesearch/) can be used to search for eviction filings. Searching by plaintiff name (landlord) can identify landlords with multiple filings. The District Court also has a Glen Burnie location (7500 Ritchie Hwy, Glen Burnie, MD 21061, 410-260-1370).",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull first (A),Probate / Estates / Unknown Heirs,"Register of Wills for Frederick County - Mary C. Rolle, Register of Wills",301-600-6565,https://registers.maryland.gov/main/frederick.html,"Courthouse, 100 West Patrick Street, Frederick, Maryland 21701",Click Here (email link on website),Easy,Daily,Verified,"Estate search available online via the Maryland Register of Wills website. Notice to Creditors opens the claim window and names the decedent + personal representative. Probate rarely carries the property address; a separate assessor lookup fills it. Contact the personal representative / executor, never the deceased. Filings cannot be accepted via email.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull first (A),Recorder / Register of Deeds - Lien & Deed Index,Clerk of the Circuit Court for Frederick County (Land Records),301-600-2354,https://landrec.msa.maryland.gov/,"30 North Market Street, Frederick, MD 21701",,Medium,Daily,Verified,"Records deeds, mortgages, liens (mechanic's, IRS & state tax, HOA, child-support), plats, and conveyances. Digital repository for land records is available online. Tax and child-support liens are indexed against the person, not the parcel; name-match to the assessor roll is required.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull first (A),Tax Sale / Delinquent Tax Auction,Frederick County Treasury Department,301-600-1111,https://frederickcountymd.gov/2005/Tax-Sale,"12 E. Church St., Frederick, MD 21701",taxsale@frederickcountymd.gov,Easy,Annually (second Monday in May),Verified,Maryland is a tax lien state. The tax sale is an internet-based auction. Properties are advertised in a local newspaper and on the website approximately 30 days before the sale. The '2026 Tax Sale Property Listing' is available online. Pre-registration is required for bidders. Marketing window is before the auction.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull first (A),County Tax Delinquency (pre-sale roll),Frederick County Treasury Department,301-600-1111,http://wp.fredericknewspost.com/databases/fnp-databases/taxes/,"12 E. Church St., Frederick, MD 21701",taxsale@frederickcountymd.gov,Easy,Ongoing / Updated periodically,Verified,"A searchable database of Frederick County Delinquent Taxes is available through the Frederick News-Post. This list includes Parcel ID, Owner Name, and Sale Amount, indicating properties with outstanding taxes before the annual tax sale. This is the 'ongoing roll' of owners who owe but no auction date is set yet.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull first (A),Foreclosure (first public signal for this state's process),Clerk of the Circuit Court for Frederick County,301-600-1976,https://casesearch.courts.state.md.us/,"30 North Market Street, Frederick, MD 21701",,Medium,Daily,Verify locally,Maryland uses either judicial or nonjudicial foreclosure. Judicial foreclosures are filed with the Circuit Court. Search the Maryland Judiciary Case Search portal for 'foreclosure' cases. Nonjudicial foreclosures involve a trustee sale and are recorded with the Clerk of the Circuit Court (Land Records). Need to pull both the court foreclosure docket and the recorder's trustee-sale filings.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull first (A),City Tax Delinquency (each incorporated city),City of Frederick Treasurer's Office,"301-600-1111 (Frederick County general line, need to confirm city specific)",,"101 N Court St, Frederick, MD 21701",,Medium,,Verify locally,Cities often levy their own property tax. A separate city delinquent list would need to be obtained from the City of Frederick Treasurer's Office. This information was not readily available on the Frederick County or City of Frederick websites. Further investigation into the City of Frederick's specific tax collection process is needed.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull next (B),Code Violations - City,City of Frederick Code Enforcement,301-600-1474,https://frederickmd.gov/224/Code-Enforcement,"111 Airport Dr E, Frederick, MD 21701",,Medium,Daily,Verified,"The City of Frederick has a Code Enforcement division. Many cities use Accela 'Citizen Access' portals for code violations, which often allow for data export. Need to confirm if the City of Frederick uses such a system or if records requests are required.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull next (B),Code Violations - Unincorporated County,Frederick County Division of Code Enforcement,301-600-1070,https://frederickcountymd.gov/112/Code-Enforcement,"30 N Market St, Frederick, MD 21701",,Medium,Daily,Verify locally,The Frederick County Division of Code Enforcement handles violations in unincorporated areas. Online access to a searchable database of violations is not immediately apparent. Records requests may be necessary.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull next (B),Condemned / Unsafe Structures / Demolition,Frederick County Division of Code Enforcement,301-600-1070,https://frederickcountymd.gov/112/Code-Enforcement,"30 N Market St, Frederick, MD 21701",,Medium,,Verify locally,"Information regarding condemned, unsafe structures, or demolition orders would likely fall under the purview of the County's Code Enforcement division. Specific public lists or databases for these categories were not found. A public records request may be needed.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
frederick_md,"Frederick, MD","Frederick County, MD",Pull last (C),Multiple-Eviction Landlords,District Court of Maryland for Frederick County (Civil Division),301-600-2000,https://casesearch.courts.state.md.us/,"100 West Patrick Street, Frederick, MD 21701",,Medium,Daily,Verify locally,Eviction (unlawful detainer) cases are handled by the District Court. Search the Maryland Judiciary Case Search portal. Focus on identifying landlords (plaintiffs) with multiple filings (2+ in 12 months) rather than tenants.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
carroll_md,"Carroll, MD","Carroll County, MD",Pull first (A),Probate / Estates / Unknown Heirs,"Register of Wills for Carroll County - Paul G. Zimmermann, Register of Wills","410-848-2586 (Main), 410-876-3158 (Alternate), 888-876-0034 (Toll Free)",https://registers.maryland.gov/main/carroll.html,"Courthouse Annex, 55 North Court Street, Room 124, Westminster, Maryland 21157",Click Here (Email link on website),Easy,Daily,Verified,"Filings cannot be accepted via email. Online estate search available statewide. Call for appointment before visiting. Notice to Creditors opens the claim window and names the decedent + personal representative; probate rarely carries the property address (a separate assessor lookup fills it). Contact the personal representative / executor, never the deceased.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
carroll_md,"Carroll, MD","Carroll County, MD",Pull first (A),Foreclosure,"Clerk of the Circuit Court for Carroll County - Sarah Bradberry, Circuit Court Clerk",410-386-8710,http://www.courts.state.md.us/clerks/carroll/records,"55 N. Court Street, Westminster, MD 21157-5155",,Medium,Daily,Verified,"Maryland is an EITHER state - lenders use judicial OR nonjudicial per the recorded instrument. The first public signal is EITHER a court lis pendens / foreclosure complaint OR a recorder-filed notice / trustee sale. Pull BOTH the recorder's trustee-sale filings AND the court foreclosure docket (the lender picks the path in this state; run one cycle of both, keep the one that fills). Civil case information, including foreclosures, is available online through Case Search. Records are available to the public for review.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
carroll_md,"Carroll, MD","Carroll County, MD",Pull first (A),Recorder / Register of Deeds - Lien & Deed Index,"Clerk of the Circuit Court for Carroll County, Land Records & Licensing Department",410-386-8760,https://landrec.msa.maryland.gov/,"55 N. Court Street, Westminster, MD 21157-5155",,Easy,Daily,Verified,"Mechanic's, IRS & state tax, HOA, child-support liens + lis pendens all live in the recorder index. Deeds can be viewed for free online through mdlandrec.net; account creation with Maryland State Archives is required. GOTCHA: tax and child-support liens are indexed against the PERSON, not the parcel - name-match to the assessor roll. Some or most land records are available on MDLANDREC.NET.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
carroll_md,"Carroll, MD","Carroll County, MD",Pull first (A),Tax Sale / Delinquent Tax Auction,"Carroll County Comptroller, Collections Office","410-386-2971 (Option 3 for payments, general inquiries)",https://www.carrollcountymd.gov/government/directory/comptroller/collectionstaxes/,"225 North Center Street, Westminster, MD 21157",,Easy,Annually (June),Verified,MD is a tax lien state (owner keeps title and can redeem: the best marketing window). Carroll County conducts an online Tax Sale in June of each year with RealAuction.com. The tax sale list is printed in the Carroll County Times newspaper the four consecutive Fridays prior to the annual sale. Market the owner before the auction. Tax Sale results are posted online.,county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
carroll_md,"Carroll, MD","Carroll County, MD",Pull first (A),County Tax Delinquency (pre-sale roll),"Carroll County Comptroller, Collections Office",410-386-2971,https://www.carrollcountymd.gov/government/directory/comptroller/collectionstaxes/,"225 North Center Street, Westminster, MD 21157",,Medium,Ongoing,Verified,"Pull the county treasurer / tax collector's delinquent roll. Ongoing roll - owners owe but no auction date yet. Delinquent taxes are subject to interest and penalty. While a specific 'pre-sale roll' URL isn't provided, the Collections Office manages delinquent taxes and the tax sale process, implying they hold this data. Contact the office directly for access to the current delinquent roll.",county-compare-24005-24031-24003-24021-24013-24009-doors-per-deal-community.xlsx
